"y2_hhid","FCS","HDDS","rCSI","lat_modified","lon_modified","dist_road","dist_admarc","dist_popcenter","percent_ag","nutri_severe_constraint","nutri_moderate_constraint","nutri_reten_severe_constraint","dummy_terrain_rough","head_age","female_head","head_educated","floor_dirt_sand_dung","cell_phone","number_celphones","roof_not_natural","roof_iron","asset_index"
"1977-002",65.5,5,0,-14.63,35.1033,9,5,26,18,0,0,0,0,54,1,0,1,0,0,0,0,-0.64619069204367
"1978-001",34.5,5,0,-14.3252,35.4255,2,10,23,16,0,1,0,0,57,0,0,1,1,1,0,0,-0.0541713049401865
"1979-001",75,8,0,-16.44548,34.885878,0,2,65,26,0,0,0,0,59,0,1,0,1,5,1,1,1.02707359864008
"1980-001",35,6,0,-14.3252,35.4255,2,10,23,31,0,1,0,0,58,0,0,1,0,0,0,0,-0.64619069204367
"1981-001",73,7,0,-14.63,35.1033,10,3,29,0,0,0,0,0,32,0,1,1,0,0,0,0,-0.0541713049401865
"1982-001",27,4,0,-14.3252,35.4255,2,9,21,4,0,1,0,0,19,1,0,0,0,0,1,1,-0.937514550464697
"1983-001",46,4,28,-14.63,35.1033,10,2,30,0,0,0,0,0,83,1,0,1,0,0,0,0,-0.937514550464697
"1984-002",28,4,0,-14.3252,35.4255,2,10,23,24,0,1,0,0,31,1,0,0,1,1,1,1,-0.64619069204367
"1985-001",24,6,5,-14.4791,34.8262,15,6,47,35,0,0,0,0,27,0,0,1,0,0,0,0,-0.64619069204367
"1986-001",47.5,6,0,-14.3252,35.4255,3,10,23,4,0,1,0,0,40,0,0,1,1,1,0,0,-0.0541713049401865
"1987-001",37.5,6,0,-14.4791,34.8262,15,6,47,41,0,0,0,0,30,0,0,1,0,0,0,0,-0.64619069204367
"1988-001",27,5,35,-14.3252,35.4255,4,10,25,0,0,1,0,0,91,0,0,1,0,0,0,0,-0.937514550464697
"1989-001",47.5,6,0,-14.4791,34.8262,16,7,48,31,0,0,0,0,63,0,0,1,1,1,1,1,-0.0541713049401865
"1990-001",50,6,0,-14.3252,35.4255,4,10,25,0,0,1,0,0,71,1,0,0,0,0,1,1,-0.64619069204367
"1991-001",47.5,6,0,-14.4791,34.8262,17,8,47,41,0,0,0,0,29,0,0,1,0,0,1,1,1.45980992431051
"1992-001",61,7,0,-14.3252,35.4255,2,10,23,8,0,1,0,0,26,0,0,1,0,0,0,0,-0.64619069204367
"1993-001",51,6,0,-14.4791,34.8262,15,6,47,47,0,0,0,0,41,0,0,1,0,0,0,0,-0.0541713049401865
"1994-001",53,6,0,-14.3252,35.4255,2,10,23,14,0,1,0,0,43,1,0,1,0,0,1,1,-0.64619069204367
"1995-001",22.5,4,0,-14.4791,34.8262,18,8,46,22,0,0,0,0,41,0,0,1,1,1,0,0,-0.0541713049401865
"1996-001",30.5,6,14,-14.3252,35.4255,4,10,25,0,0,1,0,0,58,0,0,1,0,0,0,0,-0.937514550464697
"1997-002",46,6,3,-14.4791,34.8262,16,7,46,51,0,0,0,0,36,0,0,1,0,0,0,0,-0.937514550464697
"1998-002",27.5,4,15,-14.3252,35.4255,4,10,25,0,0,1,0,0,26,1,0,1,1,1,0,0,-0.937514550464697
"1999-001",40.5,7,0,-14.4791,34.8262,17,7,47,35,0,0,0,0,36,0,0,1,0,0,0,0,-0.64619069204367
"2000-001",62,7,0,-14.4717,35.6096,15,18,35,33,0,1,0,0,40,0,0,0,1,1,1,1,-0.64619069204367
"2000-002",40,6,0,-14.4717,35.6096,13,18,38,41,0,1,0,0,40,0,0,1,0,0,1,1,-0.64619069204367
"2001-001",36,6,0,-14.4791,34.8262,15,6,47,35,0,0,0,0,63,0,0,1,0,0,0,0,-0.345495163361213
"2002-001",33,6,17,-11.193366,33.955719,8,9,35,20,0,1,0,0,41,0,0,1,1,1,0,0,-0.0541713049401865
"2003-001",30,5,0,-14.4791,34.8262,18,9,46,33,0,0,0,0,45,0,0,1,0,0,0,0,-0.937514550464697
"2004-001",51.5,7,14,-14.4717,35.6096,9,16,39,22,0,1,0,0,48,0,0,1,0,0,0,0,-0.937514550464697
"2004-007",42,6,0,-14.4717,35.6096,9,16,39,22,0,1,0,0,22,0,0,1,0,0,0,0,-0.937514550464697
"2005-001",24,3,8,-14.335268,35.422701,2,10,23,24,0,1,0,0,32,0,0,1,0,0,0,0,-0.64619069204367
"2006-001",41,6,7,-14.4717,35.6096,12,18,38,33,0,1,0,0,68,1,0,1,1,1,0,0,-0.937514550464697
"2007-001",33,4,0,-14.4791,34.8262,18,9,46,28,0,0,0,0,25,0,0,1,0,0,0,0,-0.0541713049401865
"2008-001",17,2,0,-14.4717,35.6096,11,17,37,12,0,1,0,0,78,0,0,1,0,0,0,0,-0.937514550464697
"2009-001",27,3,25,-14.4791,34.8262,15,7,46,57,0,0,0,0,31,0,0,1,1,1,0,0,-0.64619069204367
"2010-001",32,6,0,-14.4717,35.6096,13,18,37,37,0,1,0,0,32,0,0,1,0,0,0,0,-0.64619069204367
"2011-001",54,7,0,-14.4791,34.8262,17,7,47,31,0,0,0,0,56,0,0,1,1,1,1,1,-0.0541713049401865
"2011-003",64.5,8,0,-14.4791,34.8262,17,7,47,31,0,0,0,0,22,0,1,1,0,0,0,0,-0.0541713049401865
"2011-004",50,6,0,-14.4791,34.8262,17,7,47,31,0,0,0,0,22,0,0,1,0,0,0,0,-0.345495163361213
"2011-005",73,8,0,-16.06803,34.785003,1,2,36,37,0,0,0,0,30,0,1,1,1,1,1,1,-0.0541713049401865
"2012-001",48.5,5,7,-14.4717,35.6096,9,16,38,18,0,1,0,0,84,1,0,1,0,0,0,0,-0.937514550464697
"2013-001",24,3,31,-14.4791,34.8262,16,6,47,31,0,0,0,0,43,0,0,1,0,0,0,0,-0.64619069204367
"2014-001",66.5,6,0,-14.4717,35.6096,10,16,38,14,0,1,0,0,51,0,1,1,0,0,0,0,-0.0541713049401865
"2015-001",24.5,7,0,-14.4791,34.8262,14,5,48,20,0,0,0,0,33,0,0,1,0,0,0,0,-0.0541713049401865
"2017-001",48,7,0,-14.4912,35.6063,16,20,36,37,0,1,0,0,21,0,0,1,0,0,0,0,-0.64619069204367
"2018-001",55,6,0,-14.4717,35.6096,9,16,38,22,0,1,0,0,38,0,0,1,1,1,0,0,-0.0541713049401865
"2019-001",53.5,7,0,-14.4912,35.6063,16,19,35,26,0,1,0,0,54,0,0,0,1,2,1,1,-0.64619069204367
"2020-001",26,5,7,-14.4717,35.6096,10,16,38,18,0,1,0,0,74,0,0,1,0,0,0,0,-0.0541713049401865
"2021-001",23,4,0,-14.4912,35.6063,13,18,38,45,0,1,0,0,68,0,0,1,0,0,0,0,-0.0541713049401865
"2021-003",30.5,6,0,-14.4912,35.6063,12,18,38,41,0,1,0,0,19,1,NA,1,1,1,0,0,-0.937514550464697
"2021-004",23.5,5,0,-14.4912,35.6063,13,19,39,51,0,1,0,0,22,0,0,1,0,0,0,0,-0.64619069204367
"2022-002",22,4,42,-14.4717,35.6096,11,17,37,18,0,1,0,0,54,1,0,1,0,0,0,0,-0.937514550464697
"2023-001",75,7,0,-14.40563,35.09312,8,15,19,55,0,0,0,0,40,0,1,0,1,2,1,1,-0.0541713049401865
"2023-002",69,7,0,-14.562008,35.527267,25,14,31,26,0,1,0,0,38,1,1,0,1,1,1,1,0.867790537207027
"2024-001",40,7,0,-14.4717,35.6096,12,18,38,39,0,1,0,0,27,0,0,1,0,0,0,0,-0.937514550464697
"2025-001",21,2,0,-13.860156,35.11627,37,22,67,47,0,1,0,0,51,0,1,0,0,0,1,1,-0.937514550464697
"2026-001",42,3,9,-14.4717,35.6096,10,16,38,12,0,1,0,0,64,1,0,1,0,0,0,0,-0.937514550464697
"2027-002",51,4,0,-14.4912,35.6063,16,20,37,35,0,1,0,0,38,1,0,1,0,0,0,0,-0.937514550464697
"2028-002",41.5,6,9,-14.4717,35.6096,10,16,38,18,0,1,0,0,23,1,0,1,0,0,0,0,-0.0541713049401865
"2029-001",43.5,7,0,-14.4912,35.6063,15,19,36,47,0,1,0,0,40,0,0,0,0,0,1,1,-0.64619069204367
"2030-001",45,6,0,-14.4717,35.6096,13,17,35,22,0,1,0,0,55,0,0,1,1,1,1,1,-0.0541713049401865
"2031-001",41.5,3,10,-14.4912,35.6063,16,20,37,35,0,1,0,0,59,1,0,1,1,1,1,1,-0.937514550464697
"2032-001",42,5,0,-14.1066,35.4117,27,21,43,20,0,1,0,0,30,0,0,1,0,0,0,0,-0.0541713049401865
"2033-001",21,2,28,-14.4912,35.6063,14,19,37,43,0,1,0,0,25,1,0,1,0,0,0,0,-0.937514550464697
"2034-001",46,7,0,-14.1066,35.4117,25,20,41,41,0,1,0,0,41,0,1,0,1,2,1,1,1.9490354407873
"2035-001",68,6,0,-14.64553,35.525496,33,5,37,6,0,0,0,0,58,1,1,0,1,1,1,1,-0.64619069204367
"2035-003",75,8,0,-15.798203,35.635948,29,1,60,43,0,0,0,0,36,0,1,0,1,3,1,1,3.58046728458813
"2036-001",48,5,0,-14.1066,35.4117,27,21,43,20,0,1,0,0,35,0,0,1,0,0,0,0,-0.64619069204367
"2037-002",51,7,0,-14.495194,35.26745,0,1,1,10,0,0,0,0,58,0,0,1,0,0,0,0,-0.64619069204367
"2038-002",33.5,4,0,-14.1066,35.4117,27,20,43,22,0,1,0,0,28,1,0,1,0,0,0,0,-0.937514550464697
"2039-001",48,6,0,-14.4912,35.6063,15,19,36,51,0,1,0,0,34,0,0,1,0,0,1,1,-0.64619069204367
"2040-001",28,4,5,-14.1066,35.4117,27,19,42,28,0,1,0,0,39,0,0,1,0,0,0,0,-0.937514550464697
"2041-001",29.5,5,0,-14.4912,35.6063,15,19,36,45,0,1,0,0,39,1,0,1,1,1,0,0,-0.64619069204367
"2042-001",25,4,12,-14.1066,35.4117,27,21,43,20,0,1,0,0,75,0,0,1,0,0,0,0,-0.937514550464697
"2043-001",54.5,6,0,-14.4912,35.6063,15,19,36,51,0,1,0,0,23,0,0,0,0,0,0,0,-0.0541713049401865
"2044-001",32,4,0,-14.1066,35.4117,27,19,42,28,0,1,0,0,59,0,0,1,1,1,0,0,-0.64619069204367
"2045-001",31,3,7,-14.4912,35.6063,14,19,37,43,0,1,0,0,66,1,0,1,0,0,0,0,-0.937514550464697
"2046-001",36,7,9,-14.1066,35.4117,27,20,43,28,0,1,0,0,26,1,0,1,0,0,0,0,-0.937514550464697
"2047-001",60,7,0,-14.355967,35.54484,0,0,29,4,0,1,0,0,29,0,1,0,1,2,1,1,1.16848606588948
"2048-001",40,5,7,-14.1066,35.4117,27,21,43,20,0,1,0,0,35,0,0,1,0,0,0,0,-0.64619069204367
"2049-001",37.5,5,0,-13.8451,35.1065,40,17,73,41,0,1,0,0,61,0,0,1,1,1,0,0,-0.0541713049401865
"2049-003",59,6,0,-13.8451,35.1065,38,19,70,37,0,1,0,0,22,0,0,1,0,0,0,0,-0.345495163361213
"2050-002",30.5,5,11,-14.1066,35.4117,27,21,43,20,0,1,0,0,26,1,0,1,0,0,0,0,-0.937514550464697
"2051-002",30,4,4,-13.8451,35.1065,41,15,70,57,0,1,0,0,23,1,0,1,0,0,0,0,-0.937514550464697
"2052-001",69,5,0,-14.1066,35.4117,26,19,42,37,0,1,0,0,73,1,0,1,0,0,0,0,-0.937514550464697
"2053-001",26.5,4,0,-13.8451,35.1065,41,14,69,8,0,0,0,0,61,0,0,1,0,0,0,0,-0.0541713049401865
"2053-002",53.5,5,0,-13.8451,35.1065,41,16,70,45,0,1,0,0,29,0,0,1,0,0,0,0,-0.64619069204367
"2053-003",28,4,0,-13.8451,35.1065,41,16,70,45,0,1,0,0,25,0,0,1,0,0,0,0,-0.937514550464697
"2054-001",56,4,0,-14.1066,35.4117,27,20,43,18,0,1,0,0,51,0,0,1,0,0,0,0,-0.64619069204367
"2055-002",29,5,0,-13.8451,35.1065,41,16,70,37,0,1,0,0,67,1,0,1,0,0,0,0,-0.937514550464697
"2056-002",64.5,5,0,-14.1066,35.4117,27,19,42,22,0,1,0,0,92,1,0,1,0,0,0,0,-0.345495163361213
"2057-001",25,5,0,-13.8451,35.1065,41,16,70,49,0,1,0,0,74,0,0,1,1,1,0,0,-0.0541713049401865
"2058-001",57,7,0,-14.1066,35.4117,27,21,43,20,0,1,0,0,32,0,0,1,1,1,0,0,-0.0541713049401865
"2058-002",53,6,0,-14.217454,35.428865,18,22,34,18,0,1,0,0,30,0,0,1,0,0,0,0,-0.0541713049401865
"2060-002",43.5,5,6,-14.1066,35.4117,27,20,43,18,0,1,0,0,21,1,0,1,0,0,0,0,-0.937514550464697
"2061-002",27,3,7,-13.697323,35.022521,58,6,64,43,0,0,0,0,74,0,0,0,0,0,1,1,-0.0541713049401865
"2061-004",31.5,6,0,-15.774544,35.079993,2,3,9,6,0,0,0,0,26,1,0,0,1,3,1,1,2.69712403906362
"2062-001",51,7,0,-14.1404,35.2154,21,2,40,47,0,0,0,0,68,1,0,1,0,0,0,0,-0.937514550464697
"2063-001",59,5,0,-13.8451,35.1065,40,16,71,39,0,1,0,0,48,0,0,1,0,0,0,0,-0.64619069204367
"2063-003",60,7,0,-13.8451,35.1065,40,16,71,39,0,1,0,0,23,0,0,1,0,0,0,0,-0.937514550464697
"2064-001",21.5,5,0,-14.1404,35.2154,21,2,39,53,0,0,0,0,27,0,0,1,1,1,0,0,-0.64619069204367
"2065-001",27.5,4,0,-13.8451,35.1065,38,20,69,35,0,1,0,0,31,0,0,1,0,0,0,0,-0.937514550464697
"2066-001",43,6,7,-14.1404,35.2154,20,3,39,49,0,0,0,0,52,0,0,1,1,1,1,1,-0.0541713049401865
"2067-001",68,7,0,-13.8451,35.1065,0,3,2,33,1,0,0,0,27,0,0,0,1,2,1,1,-0.64619069204367
"2068-001",66,7,0,-14.1404,35.2154,18,5,36,49,0,0,0,0,35,0,0,1,1,1,0,0,-0.937514550464697
"2068-002",51,6,0,-14.233135,35.259202,16,13,28,39,0,0,0,0,31,0,0,1,0,0,0,0,-0.0541713049401865
"2069-001",21,2,35,-13.8451,35.1065,41,16,71,53,0,1,0,0,65,1,0,1,0,0,0,0,-0.937514550464697
"2070-001",44,5,7,-14.1404,35.2154,18,5,36,51,0,0,0,0,33,0,0,1,0,0,0,0,-0.64619069204367
"2070-002",37.5,6,21,-14.1404,35.2154,18,5,36,55,0,0,0,0,28,1,0,1,1,1,0,0,-0.64619069204367
"2071-001",30,4,0,-13.8451,35.1065,40,17,72,43,0,1,0,0,24,0,0,1,0,0,0,0,-0.345495163361213
"2072-001",36,6,0,-14.1404,35.2154,18,6,35,53,0,0,0,0,30,1,0,0,0,0,1,1,-0.937514550464697
"2073-001",33,6,0,-13.8451,35.1065,41,16,71,45,0,1,0,0,44,0,0,1,0,0,0,0,-0.345495163361213
"2074-001",25.5,6,11,-14.1404,35.2154,18,4,37,49,0,0,0,0,78,1,0,1,0,0,1,1,0.867790537207027
"2075-001",69,6,0,-13.8451,35.1065,40,17,72,33,0,1,0,0,31,0,0,0,1,1,1,1,1.45980992431051
"2076-001",66,7,0,-14.1404,35.2154,18,5,36,51,0,0,0,0,49,0,0,1,1,1,1,1,-0.345495163361213
"2077-001",54.5,6,6,-13.8451,35.1065,41,16,70,57,0,1,0,0,67,0,0,1,0,0,0,0,-0.937514550464697
"2078-002",50.5,6,0,-14.1404,35.2154,18,5,37,49,0,0,0,0,67,1,0,1,0,0,0,0,-0.345495163361213
"2079-001",34,4,0,-13.8451,35.1065,40,16,70,37,0,1,0,0,34,0,0,1,1,1,0,0,-0.0541713049401865
"2080-001",46.5,6,0,-14.1404,35.2154,17,6,35,31,0,0,0,0,33,0,0,1,0,0,0,0,-0.0541713049401865
"2081-001",75,7,0,-15.175,35.3381,2,6,18,33,0,0,0,0,38,0,0,1,1,1,0,0,-0.64619069204367
"2082-001",40,5,0,-14.1404,35.2154,18,6,35,53,0,0,0,0,63,0,0,1,0,0,0,0,-0.937514550464697
"2082-003",61,7,0,-14.1404,35.2154,19,7,34,55,0,0,0,0,34,0,0,1,0,0,0,0,-0.937514550464697
"2083-001",44.5,8,0,-15.175,35.3381,3,6,19,12,0,0,0,0,42,0,0,0,0,0,0,0,-0.0541713049401865
"2084-001",41,4,0,-13.981019,35.166864,28,15,55,49,0,1,0,0,37,0,0,1,0,0,0,0,-0.937514550464697
"2085-001",35,7,0,-15.175,35.3381,0,4,19,41,0,0,0,0,26,0,0,1,1,1,0,0,-0.0541713049401865
"2086-001",41.5,6,0,-14.1404,35.2154,21,2,39,49,0,0,0,0,29,0,1,1,1,1,0,0,-0.0541713049401865
"2087-001",44,6,0,-15.175,35.3381,0,4,19,33,0,0,0,0,54,0,0,1,1,2,1,1,4.37038832974737
"2087-003",47,6,0,-15.175,35.3381,0,4,19,33,0,0,0,0,41,0,1,1,1,1,0,0,-0.0541713049401865
"2088-002",45.5,8,0,-14.1404,35.2154,18,4,37,39,0,0,0,0,27,1,1,0,1,1,1,1,-0.64619069204367
"2089-001",36.5,6,7,-15.175,35.3381,2,5,19,31,0,0,0,0,79,0,0,1,0,0,0,0,-0.0541713049401865
"2089-003",40,7,0,-15.770697,35.024294,2,5,5,0,0,0,0,0,28,0,1,0,1,1,1,1,-0.345495163361213
"2090-001",55,6,0,-14.1404,35.2154,21,3,38,33,0,0,0,0,23,1,0,1,0,0,0,0,-0.937514550464697
"2091-001",39,6,21,-15.175,35.3381,2,6,18,33,0,0,0,0,65,1,0,1,0,0,1,1,-0.937514550464697
"2091-004",34,5,7,-15.175,35.3381,2,6,18,33,0,0,0,0,38,1,0,1,0,0,0,0,-0.937514550464697
"2092-001",32.5,6,0,-14.1404,35.2154,21,2,39,49,0,0,0,0,61,0,0,1,1,1,0,0,-0.0541713049401865
"2093-002",43,7,0,-15.175,35.3381,2,6,18,33,0,0,0,0,31,1,0,1,1,1,0,0,-0.937514550464697
"2094-001",58.5,6,8,-15.0513,35.4605,23,4,27,55,0,0,0,0,31,0,0,1,1,1,0,0,-0.64619069204367
"2095-001",58,7,0,-15.175,35.3381,1,5,18,39,0,0,0,0,43,0,0,1,1,1,0,0,-0.937514550464697
"2096-001",33,3,0,-15.0513,35.4605,22,6,26,57,0,0,0,0,79,1,0,1,0,0,0,0,-0.937514550464697
"2097-001",63,8,0,-15.175,35.3381,2,4,20,35,0,0,0,0,34,0,1,1,1,1,0,0,-0.937514550464697
"2098-001",43,7,0,-15.0513,35.4605,21,6,27,39,0,0,0,0,53,0,0,0,0,0,1,1,-0.0541713049401865
"2098-002",61,7,0,-15.0513,35.4605,22,6,27,45,0,0,0,0,46,1,0,1,0,0,0,0,-0.937514550464697
"2099-001",50,7,22,-15.175,35.3381,2,5,18,31,0,0,0,0,30,0,0,1,0,0,1,1,-0.937514550464697
"2099-002",37,7,0,-15.395464,35.33235,2,1,3,31,0,0,0,0,27,0,0,1,1,1,0,0,-0.64619069204367
"2100-001",41.5,7,7,-15.0513,35.4605,23,4,27,55,0,0,0,0,66,1,0,1,1,1,0,0,-0.937514550464697
"2101-001",43.5,6,0,-15.175,35.3381,2,6,18,28,0,0,0,0,21,0,0,1,0,0,0,0,-0.345495163361213
"2102-001",53,7,0,-15.0513,35.4605,22,5,27,53,0,0,0,0,23,0,0,1,0,0,0,0,-0.937514550464697
"2103-001",42,7,0,-15.175,35.3381,0,4,19,33,0,0,0,0,35,0,1,1,0,0,0,0,-0.0541713049401865
"2103-004",30.5,6,0,-15.175,35.3381,1,5,19,37,0,0,0,0,19,0,0,1,0,0,0,0,-0.937514550464697
"2104-001",31.5,6,3,-15.0513,35.4605,21,7,26,39,0,0,0,0,34,0,0,1,0,0,0,0,-0.345495163361213
"2104-002",53,5,27,-15.0513,35.4605,22,5,27,51,0,0,0,0,77,1,0,1,0,0,0,0,-0.937514550464697
"2104-006",59.5,7,7,-15.0513,35.4605,22,5,27,53,0,0,0,0,72,0,0,1,0,0,0,0,-0.937514550464697
"2105-001",44.5,6,0,-15.175,35.3381,2,6,18,33,0,0,0,0,54,0,0,0,1,2,1,1,-0.937514550464697
"2106-001",112,7,0,-15.0513,35.4605,21,6,26,49,0,0,0,0,33,0,1,0,1,2,1,1,3.58046728458813
"2107-001",57,7,0,-15.175,35.3381,3,6,18,12,0,0,0,0,39,0,0,1,1,1,0,0,-0.937514550464697
"2108-001",60.5,4,12,-15.0513,35.4605,23,5,27,55,0,0,0,0,58,0,0,0,0,0,1,1,-0.345495163361213
"2109-001",47.5,6,6,-15.175,35.3381,1,5,19,35,0,0,0,0,29,0,1,1,0,0,0,0,-0.937514550464697
"2110-001",41,7,0,-15.0513,35.4605,21,6,26,55,0,0,0,0,30,0,1,0,1,1,1,1,-0.937514550464697
"2111-001",44.5,6,0,-15.175,35.3381,1,5,18,39,0,0,0,0,80,0,0,1,0,0,0,0,-0.937514550464697
"2112-001",94,8,0,-15.0513,35.4605,21,6,26,49,0,0,0,0,32,0,1,0,1,3,1,1,3.58046728458813
"2113-003",69,7,0,-14.9969,35.5521,32,5,36,57,0,1,0,0,28,1,1,0,1,1,1,1,-0.0541713049401865
"2114-001",62.5,6,3,-15.0513,35.4605,21,6,27,39,0,0,0,0,43,0,0,0,1,1,1,1,2.98844789748464
"2114-002",63,5,15,-15.0513,35.4605,22,6,26,53,0,0,0,0,35,0,1,1,1,1,0,0,-0.937514550464697
"2115-001",47.5,5,0,-14.9969,35.5521,32,5,37,53,0,1,0,0,58,0,0,1,1,1,1,1,-0.0541713049401865
"2116-001",45,7,20,-15.0513,35.4605,22,6,27,45,0,0,0,0,74,1,0,1,0,0,0,0,-0.937514550464697
"2117-001",20,3,0,-14.9969,35.5521,32,5,38,55,0,1,0,0,52,0,0,1,0,0,0,0,-0.64619069204367
"2117-003",35,5,6,-14.9969,35.5521,32,5,38,60,0,1,0,0,24,0,1,0,0,0,0,0,-0.0541713049401865
"2117-004",51,6,0,-14.9969,35.5521,30,3,34,51,0,1,0,0,23,0,1,1,1,1,0,0,-0.0541713049401865
"2118-001",51,7,17,-15.0513,35.4605,22,6,27,45,0,0,0,0,37,0,0,1,0,0,0,0,-0.937514550464697
"2119-001",77,8,0,-14.9969,35.5521,32,5,36,60,0,1,0,0,83,0,0,0,0,0,1,1,-0.0541713049401865
"2120-001",42,6,11,-15.0513,35.4605,22,6,26,57,0,0,0,0,49,0,0,1,0,0,1,1,-0.0541713049401865
"2121-001",41,5,0,-14.9969,35.5521,32,5,38,53,0,1,0,0,55,0,0,1,1,1,0,0,-0.0541713049401865
"2121-003",68,8,0,-13.905237,33.758904,3,7,9,6,0,0,0,0,22,0,1,1,1,2,1,1,-0.937514550464697
"2122-001",44.5,6,0,-15.0513,35.4605,24,4,28,55,0,0,0,0,67,0,0,0,1,2,1,1,1.45980992431051
"2122-003",93,7,0,-15.395509,34.653922,17,0,57,57,1,0,0,0,40,0,1,0,1,2,1,1,2.98844789748464
"2123-001",67,7,0,-14.9969,35.5521,37,0,42,37,0,1,0,0,34,0,1,0,1,1,1,1,-0.345495163361213
"2124-001",32.5,6,14,-15.0513,35.4605,23,5,27,55,0,0,0,0,41,0,0,1,0,0,0,0,-0.64619069204367
"2125-001",41.5,6,0,-14.9969,35.5521,33,4,38,53,0,1,0,0,64,1,0,1,0,0,1,1,-0.937514550464697
"2126-001",36,4,0,-14.7074,35.8067,44,13,64,8,0,1,0,0,43,0,0,1,1,1,0,0,-0.0541713049401865
"2126-003",62.5,6,0,-14.803797,35.776218,50,12,67,0,0,1,0,0,57,0,0,0,1,1,1,1,1.02707359864008
"2127-001",24,3,7,-14.9969,35.5521,32,5,38,51,0,1,0,0,36,1,0,1,0,0,0,0,-0.937514550464697
"2127-002",28,5,0,-14.9969,35.5521,32,5,38,53,0,1,0,0,23,0,0,1,0,0,0,0,-0.64619069204367
"2128-001",68,6,0,-14.7074,35.8067,45,12,63,14,0,1,0,0,73,0,0,1,0,0,1,1,-0.64619069204367
"2129-001",33,5,0,-14.9969,35.5521,32,5,37,55,0,1,0,0,33,1,0,1,0,0,0,0,-0.64619069204367
"2130-001",74.5,6,0,-14.7074,35.8067,46,12,64,10,0,1,0,0,40,0,0,1,0,0,0,0,-0.0541713049401865
"2130-003",71,7,0,-14.7074,35.8067,46,12,64,10,0,1,0,0,17,0,0,1,0,0,0,0,-0.345495163361213
"2131-001",35.5,5,0,-14.9969,35.5521,32,5,38,53,0,1,0,0,33,0,1,1,1,2,0,0,-0.0541713049401865
"2132-001",50,4,13,-14.7074,35.8067,44,12,62,10,0,1,0,0,23,0,0,1,0,0,0,0,-0.937514550464697
"2133-001",38,5,0,-14.9969,35.5521,32,5,37,57,0,1,0,0,33,0,0,1,0,0,0,0,-0.937514550464697
"2135-001",43.5,6,0,-14.9969,35.5521,32,5,36,60,0,1,0,0,52,1,1,0,1,1,1,1,-0.64619069204367
"2136-001",60.5,6,0,-14.7074,35.8067,46,12,64,10,0,1,0,0,27,0,0,1,0,0,0,0,-0.64619069204367
"2137-001",40,7,0,-14.9969,35.5521,33,4,38,51,0,1,0,0,30,0,0,1,0,0,0,0,-0.0541713049401865
"2138-001",41,5,0,-14.7074,35.8067,43,11,61,18,0,1,0,0,52,1,0,1,0,0,0,0,-0.64619069204367
"2139-001",51,4,0,-14.9969,35.5521,32,6,37,53,0,1,0,0,26,0,0,1,0,0,0,0,-0.64619069204367
"2140-001",-Inf,6,0,-14.7074,35.8067,43,11,61,18,0,1,0,0,44,0,0,0,1,1,1,1,-0.0541713049401865
"2140-003",50.5,5,39,-14.7074,35.8067,42,7,57,10,0,0,0,0,22,0,1,1,1,1,0,0,-0.0541713049401865
"2141-001",27.5,5,7,-14.9969,35.5521,32,5,37,55,0,1,0,0,73,1,0,1,0,0,0,0,-0.345495163361213
"2142-001",60,7,0,-14.7074,35.8067,46,12,64,6,0,1,0,0,28,0,0,1,0,0,0,0,-0.64619069204367
"2143-001",32,4,0,-14.9969,35.5521,33,4,38,53,0,1,0,0,70,0,0,1,0,0,0,0,-0.937514550464697
"2143-003",42,4,0,-14.9969,35.5521,33,4,38,53,0,1,0,0,38,0,0,1,0,0,0,0,-0.64619069204367
"2144-001",58.5,7,12,-14.699996,35.794621,42,16,64,16,0,1,0,0,30,0,1,1,1,1,0,0,-0.0541713049401865
"2144-002",56.5,7,0,-14.7074,35.8067,45,11,63,14,0,1,0,0,20,1,0,1,0,0,0,0,-0.937514550464697
"2145-001",21.5,6,0,-14.6999,35.608,34,9,45,16,0,1,0,0,62,0,0,1,0,0,0,0,-0.937514550464697
"2146-001",58,5,0,-14.7074,35.8067,44,13,64,10,0,1,0,0,69,1,0,1,0,0,0,0,-0.937514550464697
"2147-001",50,6,0,-14.6999,35.608,34,8,45,12,0,1,0,0,71,0,0,0,0,0,1,1,-0.0541713049401865
"2148-001",27,3,0,-14.7074,35.8067,46,12,64,6,0,1,0,0,73,0,0,1,0,0,0,0,-0.64619069204367
"2148-003",62.5,7,0,-14.705395,35.807045,42,16,64,22,0,1,0,0,26,0,1,1,0,0,0,0,-0.64619069204367
"2149-001",44,6,0,-14.6999,35.608,34,11,47,47,0,1,0,0,54,0,0,0,1,1,1,1,2.54105482789078
"2149-006",44.5,5,13,-15.383895,35.348207,0,4,5,37,0,0,0,0,21,0,0,1,1,1,0,0,-0.937514550464697
"2150-001",55.5,4,0,-14.7074,35.8067,46,12,64,10,0,1,0,0,63,0,0,1,0,0,0,0,-0.0541713049401865
"2150-003",46,6,0,-14.7074,35.8067,46,11,63,10,0,1,0,0,22,0,1,1,0,0,0,0,-0.64619069204367
"2151-002",32.5,5,3,-14.6999,35.608,34,9,45,10,0,1,0,0,27,1,0,1,0,0,0,0,-0.937514550464697
"2152-001",77.5,6,0,-14.7074,35.8067,44,10,61,22,0,1,0,0,37,0,0,1,1,2,1,1,2.54105482789078
