"case_id","floor_cement","floor_dirt_sand_dung","roof_iron","roof_natural","roof_other","Radio","Television","Bicycle","Motorcycle","Car","cellphone","number_celphones","dist_road","dist_popcenter","dist_market","dist_admctr","ag_percent","slope","elevation","reside","ea_id","hh_a01","hh_a02","FS_month","FS_year","HDDS","FCS","Month","dummy_terrain_rough","nutri_severe_constraint","nutri_moderate_constraint","yearmon","asset_index","FNID","rural","date","clust_cassava_price","clust_bean_mktthin","clust_maize_mktthin","clust_cassava_mktthin","lhz_cassava_price","lhz_bean_mktthin","lhz_maize_mktthin","lhz_cassava_mktthin","year","cropyear","raincytot","day1rain","maxdaysnorain","lhz_day1rain","gdd","tmean","lhz_raincytot","lhz_maxdaysnorain","floodmax","lhz_floodmax"
1021000213,1,0,1,0,0,1,1,0,0,0,1,3,1.4433,1.5182,1.5182,1.5182,2,6.904994,1161,"Urban","10210002","KAMPALA","KAMPALA CENTRAL",7,2012,6,52,"July",0,0,1,Jul 2012,3.46850235361017,"UG2011L140",0,2012-06-01,1300,0,0,0,1367.51129483872,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",2056.39509603342,21,86,5,489,23.030044224901,1967.4150633193,22,0,0
1021000312,1,0,1,0,0,1,1,1,0,0,1,1,1.8695,0.0807,0.0807,0.0807,0,7.378636,1189,"Urban","10210003","KAMPALA","KAMPALA CENTRAL",1,2012,6,78,"January",0,0,1,Jan 2012,3.46811570892324,"UG2011L140",0,2011-12-01,1233,0,0,0,1331.81982894176,0.138271268280778,0.117724621928114,0.117724621928114,"2011","2011",2001.99624751374,17,73,5,489,23.030044224901,1967.4150633193,22,0,0
1021000402,1,0,1,0,0,1,1,0,0,0,1,4,0.0683,4.0583,4.0583,4.0583,0,3.876571,1173,"Urban","10210004","KAMPALA","KAWEMPE DIVISION",2,2012,7,55,"February",0,0,1,Feb 2012,3.46850235361017,"UG2011L140",0,2012-01-01,1167,0,0,0,1287.17379481334,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",1938.83786572724,6,44,5,489,23.030044224901,1967.4150633193,22,0,0
1021000405,1,0,1,0,0,1,0,0,0,0,1,1,0.0558,3.9988,3.9988,3.9988,0,3.876571,1173,"Urban","10210004","KAMPALA","KAWEMPE DIVISION",2,2012,7,63,"February",0,0,1,Feb 2012,2.41140936089148,"UG2011L140",0,2012-01-01,1167,0,0,0,1287.17379481334,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",1938.83786572724,6,44,5,489,23.030044224901,1967.4150633193,22,0,0
102100040502,1,0,1,0,0,0,1,0,0,0,1,2,1.2323,2.5357,5.9156,8.3616,12,10.82816,1234,"Urban","10210004","WAKISO","NANSANA TOWN COUNCIL",8,2012,7,55.5,"August",0,0,1,Aug 2012,3.00913709847742,"UG2011L140",0,2012-07-01,1458,0,0,0,1485.04786040393,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",1938.83786572724,6,44,5,489,23.030044224901,1967.4150633193,22,0,0
1021000406,1,0,1,0,0,1,1,1,0,0,1,2,0.0146,3.9812,3.9812,3.9812,0,3.876571,1170,"Urban","10210004","KAMPALA","KAWEMPE DIVISION",8,2012,7,47,"August",0,0,1,Aug 2012,3.46811570892324,"UG2011L140",0,2012-07-01,1458,0,0,0,1485.04786040393,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",1938.83786572724,6,44,5,489,23.030044224901,1967.4150633193,22,0,0
1021000503,0,0,1,0,0,1,1,0,0,0,1,2,0.2583,5.8982,5.8982,5.8982,6,9.664136,1212,"Urban","10210005","KAMPALA","KAWEMPE DIVISION",3,2012,5,72,"March",0,0,1,Mar 2012,2.46165309423671,"UG2011L140",0,2012-02-01,1034,0,0,0,1169.33533354177,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",1824.1280350093,6,61,5,489,23.030044224901,1967.4150633193,22,0,0
1021000504,1,0,1,0,0,0,0,0,0,0,0,0,0.1458,5.7432,5.7432,5.7432,8,9.664136,1200,"Urban","10210005","KAMPALA","KAWEMPE DIVISION",3,2012,5,34,"March",0,0,1,Mar 2012,1.28087078476841,"UG2011L140",0,2012-02-01,1034,0,0,0,1169.33533354177,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",1824.1280350093,6,61,5,489,23.030044224901,1967.4150633193,22,0,0
1021000506,1,0,1,0,0,1,1,0,0,0,1,3,0.1981,5.7134,5.7134,5.7134,8,9.664136,1197,"Urban","10210005","KAMPALA","KAWEMPE DIVISION",3,2012,5,54,"March",0,0,1,Mar 2012,3.46850235361017,"UG2011L140",0,2012-02-01,1034,0,0,0,1169.33533354177,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",1824.1280350093,6,61,5,489,23.030044224901,1967.4150633193,22,0,0
1021000604,1,0,1,0,0,1,1,1,1,0,1,3,0.7341,4.4388,5.961,5.961,2,8.080942,1245,"Urban","10210006","KAMPALA","KAWEMPE DIVISION",10,2012,5,31,"October",0,0,1,Oct 2012,4.06858714019466,"UG2011L140",0,2012-09-01,1467,0,0,0,1414.03626489217,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",1853.70019852274,4,56,5,489,23.030044224901,1967.4150633193,22,0,0
1021000607,1,0,1,0,0,1,1,0,0,1,1,8,0.8683,4.5855,5.9495,5.9495,2,8.080942,1228,"Urban","10210006","KAMPALA","KAWEMPE DIVISION",4,2012,7,73,"April",0,0,1,Apr 2012,4.63319817411011,"UG2011L140",0,2012-03-01,1100,0,0,0,1196.58257590118,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",1853.70019852274,4,56,5,489,23.030044224901,1967.4150633193,22,0,0
1021000608,1,0,1,0,0,1,1,0,1,0,1,2,0.6805,4.9556,5.799,5.799,0,5.941095,1201,"Urban","10210006","KAMPALA","KAWEMPE",11,2012,7,84,"November",0,0,1,Nov 2012,4.0689737848816,"UG2011L140",0,2012-10-01,1375,0,0,0,1326.79295061522,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",1853.70019852274,4,56,5,489,23.030044224901,1967.4150633193,22,0,0
1021000610,1,0,1,0,0,0,1,0,0,0,1,2,0.7552,4.445,5.9966,5.9966,2,8.080942,1241,"Urban","10210006","KAMPALA","KAWEMPE DIVISION",4,2012,5,49.5,"April",0,0,1,Apr 2012,3.00913709847742,"UG2011L140",0,2012-03-01,1100,0,0,0,1196.58257590118,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",1853.70019852274,4,56,5,489,23.030044224901,1967.4150633193,22,0,0
1021000612,1,0,1,0,0,1,1,0,0,0,1,5,0.8855,4.6069,5.9399,5.9399,2,8.080942,1228,"Urban","10210006","KAMPALA","KAWEMPE DIVISION",4,2012,7,66,"April",0,0,1,Apr 2012,3.46850235361017,"UG2011L140",0,2012-03-01,1100,0,0,0,1196.58257590118,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",1853.70019852274,4,56,5,489,23.030044224901,1967.4150633193,22,0,0
1021000701,0,0,1,0,0,1,1,1,0,0,1,3,2.1203,5.4432,5.4964,5.4964,33,5.52084,1190,"Urban","10210007","KAMPALA","KAWEMPE DIVISION",5,2012,7,100,"May",0,0,1,May 2012,2.46126644954977,"UG2011L140",0,2012-04-01,1225,0,0,0,1288.92870283008,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",1949.76056846814,4,63,5,489,23.030044224901,1967.4150633193,22,0,0
1021000702,1,0,1,0,0,1,0,0,0,0,1,1,2.6355,5.1639,5.3553,5.3553,20,5.52084,1207,"Urban","10210007","KAMPALA","KAWEMPE DIVISION",6,2012,5,35,"June",0,0,1,Jun 2012,2.41140936089148,"UG2011L140",0,2012-05-01,1275,0,0,0,1336.77842537627,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",1949.76056846814,4,63,5,489,23.030044224901,1967.4150633193,22,0,0
1021000703,1,0,1,0,0,1,1,0,0,0,1,2,1.6804,5.55,7.2258,7.2258,63,7.641912,1228,"Urban","10210007","KAMPALA","",11,2012,7,58,"November",0,0,1,Nov 2012,3.46850235361017,"UG2011L140",0,2012-10-01,1375,0,0,0,1326.79295061522,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",1949.76056846814,4,63,5,489,23.030044224901,1967.4150633193,22,0,0
1021000705,1,0,1,0,0,1,1,1,0,0,1,1,2.4845,5.1632,5.5236,5.5236,22,5.52084,1213,"Urban","10210007","KAMPALA","KAWEMPE DIVISION",5,2012,7,79,"May",0,0,1,May 2012,3.46811570892324,"UG2011L140",0,2012-04-01,1225,0,0,0,1288.92870283008,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",1949.76056846814,4,63,5,489,23.030044224901,1967.4150633193,22,0,0
1021000710,1,0,1,0,0,1,1,0,0,1,1,6,2.3678,5.3096,5.3096,5.3096,22,5.52084,1207,"Urban","10210007","KAMPALA","KAWEMPE DIVISION",5,2012,7,68,"May",0,0,1,May 2012,4.63319817411011,"UG2011L140",0,2012-04-01,1225,0,0,0,1288.92870283008,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",1949.76056846814,4,63,5,489,23.030044224901,1967.4150633193,22,0,0
1021000711,1,0,1,0,0,1,1,1,1,0,1,2,2.6564,5.1563,5.3476,5.3476,20,5.52084,1207,"Urban","10210007","KAMPALA","KAWEMPE DIVISION",6,2012,6,40,"June",0,0,1,Jun 2012,4.06858714019466,"UG2011L140",0,2012-05-01,1275,0,0,0,1336.77842537627,0.0449391356896276,0.0449391356896276,0.0449391356896276,"2012","2011",1949.76056846814,4,63,5,489,23.030044224901,1967.4150633193,22,0,0
1021000805,1,0,1,0,0,0,1,0,0,0,1,1,0.7683,3.6567,3.6567,3.6567,0,7.53659,1191,"Urban","10210008","KAMPALA","KAWEMPE DIVISION",7,2012,7,81,"July",0,0,1,Jul 2012,3.00913709847742,"UG2011L132",0,2012-06-01,1300,0,0,0,1333.44043266014,0.0224695678448138,0.0224695678448138,0.0224695678448138,"2012","2011",1912.76157808487,5,40,5,489,24.7740698161057,2078.99247919006,80,0,0
1021000805,1,0,1,0,0,0,1,0,0,0,1,1,0.7683,3.6567,3.6567,3.6567,0,7.53659,1191,"Urban","10210008","KAMPALA","KAWEMPE DIVISION",7,2012,7,81,"July",0,0,1,Jul 2012,3.00913709847742,"UG2011L140",0,2012-06-01,1300,0,0,0,1333.44043266014,0.0224695678448138,0.0224695678448138,0.0224695678448138,"2012","2011",1912.76157808487,5,40,5,489,23.030044224901,1967.4150633193,22,0,0
1021000807,1,0,1,0,0,1,1,1,0,0,1,2,0.7749,3.6988,3.6988,3.6988,0,7.53659,1191,"Urban","10210008","KAMPALA","KAWEMPE DIVISION",7,2012,7,50,"July",0,0,1,Jul 2012,3.46811570892324,"UG2011L132",0,2012-06-01,1300,0,0,0,1333.44043266014,0.0224695678448138,0.0224695678448138,0.0224695678448138,"2012","2011",1912.76157808487,5,40,5,489,24.7740698161057,2078.99247919006,80,0,0
1021000807,1,0,1,0,0,1,1,1,0,0,1,2,0.7749,3.6988,3.6988,3.6988,0,7.53659,1191,"Urban","10210008","KAMPALA","KAWEMPE DIVISION",7,2012,7,50,"July",0,0,1,Jul 2012,3.46811570892324,"UG2011L140",0,2012-06-01,1300,0,0,0,1333.44043266014,0.0224695678448138,0.0224695678448138,0.0224695678448138,"2012","2011",1912.76157808487,5,40,5,489,23.030044224901,1967.4150633193,22,0,0
102100080803,1,0,1,0,0,1,0,1,0,0,1,2,19.506,24.3753,24.3753,24.3753,60,4.698389,1130,"Urban","10210008","LUUKA","BULONGO",8,2012,7,66,"August",0,0,1,Aug 2012,2.41102271620455,"UG2011L132",0,2012-07-01,1416.5,0,0,0,1429.43447860222,0.0224695678448138,0.0224695678448138,0.0224695678448138,"2012","2011",1912.76157808487,5,40,5,489,24.7740698161057,2078.99247919006,80,0,0
