ea_id,FS_year,lat_modified,lon_modified,FNID
16221001,2013,-4.49551374,29.9125669,TZ2009L128
16227002,2013,-4.481170555,30.08410599,TZ2009L128
16303002,2012,-4.713203093,29.76647425,TZ2009L128
16303002,2012,-4.683415786,29.69270655,TZ2009L128
17808305,2013,-1.310659614,31.79107248,TZ2009L128
18109001,2012,-1.498553602,31.07672929,TZ2009L128
18109001,2012,-1.43375167,31.12678244,TZ2009L128
18109001,2012,-1.425625777,31.11259209,TZ2009L128
18118003,2013,-1.814232146,30.94353646,TZ2009L128
18118003,2013,-1.383170169,30.95813254,TZ2009L128
18118003,2013,-1.774414378,30.91062828,TZ2009L128
18127001,2012,-1.058783455,30.69700845,TZ2009L128
18203003,2013,-1.213009502,31.46395119,TZ2009L128
18203003,2013,-1.428922191,30.89106268,TZ2009L128
18203003,2013,-2.635834253,30.44719242,TZ2009L128
18203003,2013,-1.298082577,31.57557264,TZ2009L128
18214005,2012,-1.213422113,31.66549703,TZ2009L128
18214005,2012,-1.219885103,31.68940243,TZ2009L128
18214005,2013,-1.213422113,31.66549703,TZ2009L128
18214005,2012,-1.207634797,31.42956242,TZ2009L128
18231002,2013,-1.338499686,31.68468288,TZ2009L128
18231002,2013,-1.416809281,31.53355739,TZ2009L128
18231002,2013,-1.37003171,31.52401755,TZ2009L128
18305002,2013,-1.480627934,31.7410123,TZ2009L128
18313006,2013,-2.057962694,31.4551036,TZ2009L128
18331002,2012,-1.570905123,31.67204285,TZ2009L128
18331002,2013,-1.570905123,31.67204285,TZ2009L128
18331002,2013,-2.528560639,30.61163729,TZ2009L128
18414007,2013,-2.883860986,31.34402167,TZ2009L128
18414007,2013,-2.898904714,31.34949852,TZ2009L128
18514003,2012,-2.491207299,30.58425308,TZ2009L128
18514003,2013,-2.491207299,30.58425308,TZ2009L128
18514003,2012,-2.452239285,30.5331038,TZ2009L128
18514003,2012,-2.581530693,30.56089982,TZ2009L128
18514003,2012,-2.509281664,30.8129394,TZ2009L128
18514003,2012,-2.543004894,30.81140357,TZ2009L128
18608011,2013,-1.259269781,34.48658649,TZ2009L128
19201306,2013,-1.609971253,31.60701266,TZ2009L128
20117005,2013,-1.324776422,34.35497246,TZ2009L128
20117005,2013,-1.477616728,34.49082202,TZ2009L128
20324004,2013,-1.54064881,31.5698554,TZ2009L128
1.80102E+11,2015,-1.368193491,31.13950798,TZ2009L128
1.80106E+11,2014,-1.539299604,31.14481839,TZ2009L128
1.80119E+11,2015,-1.581036939,30.96686855,TZ2009L128
1.80216E+11,2014,-1.572397888,31.51138039,TZ2009L128
1.80326E+11,2015,-2.041003797,31.51835863,TZ2009L128
1.80326E+11,2014,-2.041003797,31.51835863,TZ2009L128
1.80342E+11,2015,-1.595455321,31.64014714,TZ2009L128
1.80342E+11,2014,-1.595455321,31.64014714,TZ2009L128
1.80511E+11,2014,-2.598847813,30.58711202,TZ2009L128
1.80709E+11,2014,-1.153842517,31.77929414,TZ2009L128
1.80809E+11,2014,-1.116820352,30.90902963,TZ2009L128
1.60606E+11,2015,-4.252660128,30.07306518,TZ2009L128
2.00112E+11,2015,-1.5331596,34.57186917,TZ2009L128
2.00613E+11,2014,-1.182844124,34.32574871,TZ2009L128
1.80112E+11,2015,-1.773822603,31.14945349,TZ2009L128
1.80226E+11,2015,-1.417564587,31.48875425,TZ2009L128
